MONTHS_AS_CUSTOMER,AGE,POLICY_STATE,POLICY_CSL,POLICY_DEDUCTIBLE,POLICY_ANNUAL_PREMIUM,UMBRELLA_LIMIT,INSURED_SEX,INSURED_EDUCATION_LEVEL,INSURED_OCCUPATION,INSURED_RELATIONSHIP,POLICY_TENURE_MONTHS,POLICY_BIND_YEAR,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES_CONTACTED,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,NUMBER_OF_VEHICLES_INVOLVED,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT_AVAILABLE,CAPITAL_GAINS,CAPITAL_LOSS,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,CLAIM_TO_PREMIUM_RATIO,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,VEHICLE_AGE,INCIDENT_YEAR,INCIDENT_MONTH,SEVERITY_SCORE,FRAUD_FLAG
440,57,IL,100/300,1000,995.55,5000000,MALE,College,protective-serv,wife,95,2007,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,19,3,YES,0,3,,51500,-52100,68200,12400,12400,43400,68.50,Jeep,Wrangler,2007,8,2015,2,3,1
264,43,IL,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,wife,56,2010,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,0,3,,2,1,NO,0,0,60750,13500,6750,40500,40.28,Jeep,Wrangler,2015,0,2015,1,3,1
66,30,IN,500/1000,500,484.67,0,FEMALE,College,adm-clerical,wife,139,2003,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2,3,,0,2,YES,21100,-60800,65560,11920,11920,41720,135.27,Volkswagen,Passat,2015,0,2015,1,3,1
366,50,IN,500/1000,1000,1561.41,0,FEMALE,High School,handlers-cleaners,husband,294,1990,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,5,3,YES,1,3,NO,21200,0,70290,12780,12780,44730,45.02,Mercedes,C300,2012,3,2015,1,1,0
188,37,OH,100/300,500,1457.21,0,FEMALE,JD,adm-clerical,own-child,244,1994,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,6,1,,2,0,YES,46300,0,45000,5000,5000,35000,30.88,Suburu,Forrestor,2003,12,2015,1,4,0
224,39,IL,500/1000,1000,1128.71,0,FEMALE,JD,prof-specialty,other-relative,32,2012,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,21,3,YES,2,1,,0,-47100,61800,12360,6180,43260,54.75,Suburu,Impreza,2007,8,2015,2,4,0
253,46,IL,100/300,500,1358.20,0,FEMALE,MD,transport-moving,husband,106,2006,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,11,3,YES,0,0,NO,52900,0,64570,5870,11740,46960,47.54,Jeep,Wrangler,2001,14,2015,2,3,0
446,61,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,unmarried,189,1999,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,3,1,YES,2,0,YES,49900,-62100,70500,7050,14100,49350,57.19,Suburu,Forrestor,2007,8,2015,1,1,0
169,37,IL,100/300,1000,936.19,0,MALE,JD,armed-forces,other-relative,158,2001,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,4,3,,2,1,YES,70600,-48500,57900,17370,5790,34740,61.85,Audi,A5,2005,10,2015,2,4,0
255,46,IL,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,own-child,98,2006,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2,3,NO,1,0,NO,0,-52600,57860,5260,10520,42080,44.43,Volkswagen,Jetta,2011,4,2015,1,1,0
209,39,IN,100/300,500,1264.99,0,MALE,PhD,transport-moving,husband,217,1996,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,22,1,,1,1,NO,67800,0,37800,8400,4200,25200,29.88,Chevrolet,Silverado,1995,20,2015,1,1,0
210,37,OH,500/1000,500,1467.76,0,FEMALE,MD,tech-support,own-child,31,2012,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,8,1,,1,3,YES,38700,-33100,63300,6330,6330,50640,43.13,Toyota,Highlander,2000,15,2015,2,4,0
174,33,IN,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,own-child,9,2014,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,14,3,YES,0,1,YES,0,0,44200,8840,4420,30940,39.31,Saab,93,1995,20,2015,1,4,0
70,28,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,husband,135,2003,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,14,4,NO,1,0,YES,67200,-59400,31680,3520,3520,24640,24.00,Toyota,Camry,2006,9,2015,1,1,0
89,32,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,not-in-family,0,2015,Parked Car,,Trivial Damage,Police,WV,Northbrook,5,1,YES,1,2,,49100,-45100,100,10,20,70,0.07,Audi,A3,2002,13,2015,1,2,0
458,61,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,other-relative,266,1992,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,18,1,NO,2,1,NO,53000,0,56340,6260,6260,43820,42.42,Volkswagen,Passat,2003,12,2015,2,1,0
239,40,IN,100/300,500,1463.95,0,FEMALE,JD,sales,own-child,123,2004,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,20,3,,0,0,YES,0,0,69740,6340,6340,57060,47.64,Dodge,Neon,2003,12,2015,2,4,0
161,38,IL,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,not-in-family,132,2004,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,0,3,YES,2,2,YES,60200,0,60480,5040,15120,40320,53.34,Volkswagen,Jetta,2003,12,2015,1,4,0
446,61,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,wife,108,2006,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,1,3,,2,1,NO,0,-15700,80880,6740,13480,60660,77.97,Nissan,Ultima,2005,10,2015,1,1,0
476,61,IN,250/500,1000,1562.80,0,FEMALE,Masters,handlers-cleaners,not-in-family,261,1993,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,10,1,,1,2,YES,42800,-68200,49390,8980,4490,35920,31.60,Suburu,Legacy,2009,6,2015,1,4,0
70,29,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,other-relative,97,2006,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,12,1,NO,0,3,,62400,-52300,69360,11560,11560,46240,48.65,Dodge,RAM,2009,6,2015,1,1,0
233,41,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,other-relative,209,1997,Vehicle Theft,,Minor Damage,None,NY,Springfield,6,1,NO,0,1,,67100,0,3740,680,680,2380,2.32,Chevrolet,Malibu,2011,4,2015,1,1,0
122,33,IL,250/500,500,1236.50,0,MALE,PhD,other-service,husband,284,1991,Parked Car,,Trivial Damage,None,NY,Hillsdale,1,1,NO,0,1,NO,0,-48700,5060,460,920,3680,4.09,Nissan,Ultima,2003,12,2015,2,2,0
335,48,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,wife,233,1995,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,21,3,NO,0,0,YES,59900,-34800,35860,3260,6520,26080,35.23,BMW,X5,2005,10,2015,2,4,1
257,40,IN,100/300,2000,1306.00,0,MALE,Associate,machine-op-inspct,husband,180,2000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,3,3,YES,2,1,,46100,-46900,50050,7700,3850,38500,38.32,Ford,Fusion,2008,7,2015,2,3,1
85,27,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,unmarried,223,1996,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,14,4,YES,0,0,NO,50400,-61500,59070,10740,5370,42960,50.31,Toyota,Camry,2012,3,2015,2,1,0
133,30,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,husband,113,2005,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,19,3,NO,1,2,,0,-31700,28440,3160,3160,22120,23.10,Dodge,Neon,2007,8,2015,2,1,0
119,34,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,wife,37,2011,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7,1,YES,2,1,YES,57100,0,45540,8280,8280,28980,35.05,Honda,Civic,1998,17,2015,1,3,1
169,34,IN,100/300,500,1469.75,0,FEMALE,JD,sales,not-in-family,222,1996,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,0,1,,0,0,YES,0,-57600,38700,7740,3870,27090,26.33,Volkswagen,Passat,2012,3,2015,1,1,0
225,39,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,other-relative,226,1996,Parked Car,,Trivial Damage,None,SC,Northbrook,6,1,YES,2,1,YES,83900,-52100,5830,1060,530,4240,4.19,Nissan,Pathfinder,2011,4,2015,2,2,0
84,32,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,husband,166,2001,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,0,1,YES,0,2,,0,0,57240,4770,9540,42930,33.79,BMW,X6,1995,20,2015,1,4,1
169,39,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,husband,159,2001,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,9,3,YES,0,3,NO,0,-36800,46200,4200,8400,33600,40.52,Suburu,Legacy,2015,0,2015,1,4,0
124,32,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,wife,102,2006,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,23,1,YES,0,1,NO,29300,0,57700,5770,5770,46160,44.02,Toyota,Camry,2003,12,2015,2,4,0
320,48,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,not-in-family,21,2013,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,13,3,NO,2,0,NO,46300,-41700,56160,4680,9360,42120,32.45,Saab,95,1995,20,2015,1,1,0
297,47,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,unmarried,62,2009,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,0,3,,0,3,YES,0,-59500,44400,5550,5550,33300,27.46,Jeep,Grand Cherokee,1999,16,2015,1,4,0
421,56,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,own-child,299,1990,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,,2,3,,49500,-81100,92730,16860,8430,67440,47.90,Mercedes,E400,2004,11,2015,1,3,1
136,33,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,not-in-family,153,2002,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,YES,0,1,YES,37900,0,30700,3070,6140,21490,35.90,Toyota,Corolla,2015,0,2015,1,1,0
46,24,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,unmarried,192,1999,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,7,1,NO,2,0,,46800,0,56600,11320,5660,39620,36.09,Toyota,Camry,1999,16,2015,2,3,0
34,24,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,own-child,44,2011,Parked Car,,Trivial Damage,None,VA,Hillsdale,20,1,YES,0,1,,0,-27700,3960,660,660,2640,2.55,Audi,A3,1998,17,2015,2,2,0
95,30,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,unmarried,239,1995,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,22,1,YES,0,3,,48900,0,34800,3480,6960,24360,25.38,Accura,MDX,1999,16,2015,2,1,0
140,36,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,not-in-family,285,1991,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,10,3,,2,0,YES,43200,0,79500,7950,7950,63600,58.30,Chevrolet,Tahoe,2000,15,2015,2,1,0
200,34,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,other-relative,157,2001,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,,2,2,NO,0,0,56000,5600,5600,44800,67.60,Chevrolet,Malibu,2009,6,2015,1,4,0
123,29,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,not-in-family,29,2012,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,17,1,YES,1,0,YES,64800,-44200,73260,16280,0,56980,60.56,Volkswagen,Jetta,2014,1,2015,1,1,1
267,46,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,unmarried,126,2004,Parked Car,,Trivial Damage,None,WV,Arlington,3,1,YES,2,3,YES,35000,0,4950,900,450,3600,4.45,Toyota,Camry,1995,20,2015,2,2,0
290,42,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,own-child,12,2014,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,NO,0,1,NO,32500,0,48000,4800,9600,33600,48.49,Saab,95,2013,2,2015,1,1,0
45,37,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,wife,37,2011,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,1,YES,0,1,YES,0,0,52200,10440,5220,36540,46.85,Nissan,Pathfinder,2005,10,2015,1,3,0
186,38,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,unmarried,79,2008,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,NO,2,3,,80900,-111100,73800,12300,12300,49200,54.78,Audi,A3,1995,20,2015,2,1,0
135,34,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,other-relative,200,1998,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,,1,2,NO,0,-69600,78200,15640,7820,54740,46.34,Audi,A3,2009,6,2015,1,4,0
110,33,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,husband,237,1995,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,,2,3,NO,0,0,55200,13800,9200,32200,46.64,Saab,93,2015,0,2015,1,3,1
259,43,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,own-child,275,1992,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,3,NO,0,2,YES,0,-58300,57060,6340,6340,44380,37.12,Ford,Fusion,2012,3,2015,1,4,0
114,30,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,husband,91,2007,Vehicle Theft,,Minor Damage,None,WV,Arlington,3,1,NO,0,3,YES,0,-34700,4680,520,520,3640,3.99,Chevrolet,Malibu,2013,2,2015,2,1,0
404,56,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,not-in-family,57,2010,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,NO,2,0,YES,0,-63700,53100,5310,5310,42480,39.01,Accura,MDX,2005,10,2015,1,1,1
282,48,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,husband,287,1991,Vehicle Theft,,Minor Damage,None,WV,Springfield,7,1,,1,2,NO,26900,-55300,3520,640,320,2560,2.47,Accura,MDX,2013,2,2015,2,1,0
57,25,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,own-child,228,1996,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,0,3,NO,0,1,YES,63100,-54100,72900,14580,14580,43740,63.78,Nissan,Maxima,2010,5,2015,1,4,0
215,38,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,unmarried,59,2010,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,,0,1,NO,0,0,70700,7070,14140,49490,50.29,Volkswagen,Passat,2008,7,2015,2,4,0
140,30,IL,100/300,500,1354.20,0,FEMALE,College,adm-clerical,wife,8,2014,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,4,,0,0,,100500,0,60170,5470,10940,43760,44.43,Nissan,Pathfinder,2006,9,2015,2,1,0
250,42,IN,100/300,500,1055.60,0,MALE,High School,exec-managerial,husband,122,2004,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,,1,1,,69500,-40700,74800,13600,6800,54400,70.86,Ford,Fusion,2009,6,2015,1,3,1
286,41,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,wife,173,2000,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,3,1,YES,2,0,,25800,0,4100,820,410,2870,4.10,Chevrolet,Malibu,2009,6,2015,1,2,0
356,47,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,husband,114,2005,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,5,1,YES,0,3,,0,0,61490,5590,11180,44720,53.19,Dodge,RAM,2009,6,2015,2,1,0
65,29,IL,250/500,1000,1726.91,0,MALE,High School,other-service,own-child,293,1990,Vehicle Theft,,Trivial Damage,None,VA,Hillsdale,14,1,,0,0,,0,0,7200,720,1440,5040,4.17,Audi,A5,1999,16,2015,1,2,0
187,34,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,not-in-family,143,2003,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,,0,0,,59500,0,45100,8200,4100,32800,36.59,Nissan,Pathfinder,2011,4,2015,2,1,0
386,53,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,not-in-family,87,2007,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,16,1,,2,3,YES,36800,0,66660,12120,6060,48480,61.80,Honda,Civic,2006,9,2015,1,1,0
197,41,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,not-in-family,223,1996,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,NO,2,2,YES,0,-64500,76400,15280,7640,53480,57.67,Volkswagen,Jetta,1997,18,2015,1,3,1
166,37,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,not-in-family,241,1994,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,10,1,YES,1,1,NO,0,0,58300,10600,10600,37100,38.39,Ford,F150,2001,14,2015,1,4,0
293,49,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,husband,229,1995,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,19,1,,1,1,,34900,0,57310,5210,10420,41680,46.25,Volkswagen,Passat,2002,13,2015,1,4,0
179,32,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,own-child,217,1996,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,,0,1,,0,0,53100,5900,5900,41300,42.59,Suburu,Impreza,2006,9,2015,1,1,0
76,24,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,husband,44,2011,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6,3,NO,1,1,,0,0,74700,14940,7470,52290,46.04,Suburu,Forrestor,1997,18,2015,2,4,0
105,28,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,own-child,229,1995,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,12,3,NO,2,2,NO,0,0,60500,12100,6050,42350,55.90,Audi,A5,1995,20,2015,1,3,0
97,26,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,unmarried,207,1997,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,YES,2,3,NO,0,-72100,84920,7720,15440,61760,66.84,Jeep,Wrangler,2006,9,2015,1,4,1
148,36,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,own-child,228,1996,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,0,1,NO,2,0,NO,55100,0,61050,5550,11100,44400,49.38,Dodge,Neon,2009,6,2015,1,4,0
77,26,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,other-relative,80,2008,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,12,3,YES,2,0,,49700,0,69080,12560,6280,50240,87.91,Audi,A5,2009,6,2015,1,3,1
295,46,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,own-child,61,2009,Vehicle Theft,,Minor Damage,None,VA,Arlington,10,1,YES,1,3,YES,52200,-44500,4560,760,380,3420,3.60,Nissan,Pathfinder,2007,8,2015,1,1,0
126,28,IN,250/500,500,1508.90,0,FEMALE,JD,machine-op-inspct,other-relative,276,1992,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,NO,0,1,,0,0,67800,11300,11300,45200,44.93,Ford,F150,2011,4,2015,1,4,0
132,32,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,wife,206,1997,Vehicle Theft,,Minor Damage,Police,SC,Riverwood,21,1,YES,1,1,YES,43100,-31900,5600,1120,560,3920,5.06,Suburu,Legacy,2005,10,2015,1,1,0
370,55,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,wife,26,2012,Vehicle Theft,,Minor Damage,None,NC,Northbrook,6,1,,0,2,,0,-53200,9000,900,1800,6300,6.48,Mercedes,ML350,2015,0,2015,2,1,0
257,43,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,other-relative,273,1992,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,0,1,NO,0,1,YES,52100,0,85320,21330,7110,56880,87.52,Nissan,Pathfinder,2006,9,2015,2,4,0
9,24,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,other-relative,152,2002,Vehicle Theft,,Trivial Damage,None,NC,Arlington,6,1,NO,0,3,YES,51700,-33300,5940,540,1080,4320,4.55,Audi,A5,2001,14,2015,1,2,1
185,34,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,husband,58,2010,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,20,3,YES,1,1,,0,0,51370,9340,4670,37360,40.86,BMW,M5,2000,15,2015,2,3,1
234,43,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,own-child,300,1990,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,4,1,NO,2,2,YES,0,-48800,51600,10320,5160,36120,41.05,Dodge,Neon,2011,4,2015,3,3,0
253,44,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,own-child,93,2007,Parked Car,,Trivial Damage,None,SC,Arlington,9,1,NO,0,3,,45800,0,5400,600,600,4200,7.51,Chevrolet,Malibu,1998,17,2015,2,2,0
233,39,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,unmarried,168,2001,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,,1,0,YES,0,0,48870,5430,5430,38010,32.06,Saab,95,1999,16,2015,1,1,0
274,44,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,husband,102,2006,Vehicle Theft,,Minor Damage,Police,WV,Springfield,7,1,NO,2,1,,0,0,5590,860,860,3870,4.01,BMW,X5,2000,15,2015,2,1,0
297,48,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,wife,7,2014,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,,0,2,,0,-71400,54960,6870,0,48090,44.19,Toyota,Corolla,2002,13,2015,2,3,1
273,47,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,own-child,40,2011,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,NO,1,3,,59600,0,39800,7960,3980,27860,33.47,Jeep,Wrangler,2014,1,2015,1,1,0
147,37,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,own-child,21,2013,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,11,3,,0,1,,0,0,56160,6240,6240,43680,40.84,Ford,Fusion,2015,0,2015,1,3,1
285,42,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,not-in-family,286,1991,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,13,1,NO,0,3,,63100,-79400,52700,5270,10540,36890,37.94,Toyota,Corolla,2005,10,2015,1,4,0
289,43,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,not-in-family,145,2002,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,19,3,YES,1,3,,0,0,68580,7620,7620,53340,49.43,Jeep,Wrangler,2010,5,2015,1,1,0
427,60,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,own-child,110,2005,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,23,1,YES,1,2,YES,0,-54400,90860,12980,19470,58410,77.09,Volkswagen,Jetta,2004,11,2015,2,3,1
380,53,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,wife,45,2011,Parked Car,,Trivial Damage,Police,NC,Northbend,23,1,NO,0,3,NO,0,0,5700,570,570,4560,4.89,Saab,93,2001,14,2015,2,2,0
13,21,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,not-in-family,99,2006,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,19,3,YES,2,0,YES,0,-75000,94930,8630,8630,77670,61.00,Accura,RSX,2014,1,2015,1,4,0
282,43,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,not-in-family,102,2006,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,19,1,NO,1,2,NO,75800,0,46800,4680,9360,32760,32.23,Audi,A5,2007,8,2015,1,3,1
312,47,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,wife,153,2002,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,NO,2,3,NO,66900,-51800,56320,7040,7040,42240,46.47,Mercedes,ML350,2000,15,2015,3,4,0
266,46,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,husband,71,2009,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,18,1,NO,1,3,YES,0,-41400,83490,7590,15180,60720,52.89,Nissan,Pathfinder,1996,19,2015,1,1,0
30,36,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,wife,165,2001,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,17,3,NO,2,2,,0,-63500,57900,5790,5790,46320,38.90,Saab,95,2008,7,2015,2,4,0
198,36,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,own-child,167,2001,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,,1,3,YES,0,0,49410,5490,5490,38430,45.07,Audi,A3,2015,0,2015,1,4,0
290,45,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,own-child,254,1993,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,22,3,,0,1,NO,54400,0,66200,6620,6620,52960,54.47,Suburu,Impreza,2012,3,2015,1,1,0
260,46,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,husband,300,1990,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,NO,0,1,NO,35000,0,64080,10680,10680,42720,43.22,Toyota,Camry,2005,10,2015,2,1,0
